2024-04-13 13:18:39,861 INFO    StreamThr :19644 [internal.py:wandb_internal():86] W&B internal server running at pid: 19644, started at: 2024-04-13 13:18:39.860956
2024-04-13 13:18:39,865 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: status
2024-04-13 13:18:39,869 INFO    WriterThread:19644 [datastore.py:open_for_write():87] open: C:\Users\lucas\OneDrive\MBD\MachineLearningII\Practicas_DeepLearning_2024-main\Practicas_DeepLearning_2024\Streamlit-Image-Detector\wandb\run-20240413_131839-egkcrfjq\run-egkcrfjq.wandb
2024-04-13 13:18:39,870 DEBUG   SenderThread:19644 [sender.py:send():379] send: header
2024-04-13 13:18:39,919 DEBUG   SenderThread:19644 [sender.py:send():379] send: run
2024-04-13 13:18:40,362 INFO    SenderThread:19644 [dir_watcher.py:__init__():211] watching files in: C:\Users\lucas\OneDrive\MBD\MachineLearningII\Practicas_DeepLearning_2024-main\Practicas_DeepLearning_2024\Streamlit-Image-Detector\wandb\run-20240413_131839-egkcrfjq\files
2024-04-13 13:18:40,362 INFO    SenderThread:19644 [sender.py:_start_run_threads():1124] run started: egkcrfjq with start time 1713007119.863966
2024-04-13 13:18:40,373 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: check_version
2024-04-13 13:18:40,373 DEBUG   SenderThread:19644 [sender.py:send_request():406] send_request: check_version
2024-04-13 13:18:40,436 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: run_start
2024-04-13 13:18:40,458 DEBUG   HandlerThread:19644 [system_info.py:__init__():26] System info init
2024-04-13 13:18:40,458 DEBUG   HandlerThread:19644 [system_info.py:__init__():41] System info init done
2024-04-13 13:18:40,458 INFO    HandlerThread:19644 [system_monitor.py:start():194] Starting system monitor
2024-04-13 13:18:40,459 INFO    SystemMonitor:19644 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-13 13:18:40,459 INFO    HandlerThread:19644 [system_monitor.py:probe():214] Collecting system info
2024-04-13 13:18:40,464 INFO    SystemMonitor:19644 [interfaces.py:start():190] Started cpu monitoring
2024-04-13 13:18:40,470 DEBUG   HandlerThread:19644 [system_info.py:probe():150] Probing system
2024-04-13 13:18:40,470 INFO    SystemMonitor:19644 [interfaces.py:start():190] Started disk monitoring
2024-04-13 13:18:40,478 INFO    SystemMonitor:19644 [interfaces.py:start():190] Started memory monitoring
2024-04-13 13:18:40,491 INFO    SystemMonitor:19644 [interfaces.py:start():190] Started network monitoring
2024-04-13 13:18:40,497 DEBUG   HandlerThread:19644 [system_info.py:_probe_git():135] Probing git
2024-04-13 13:18:40,577 DEBUG   HandlerThread:19644 [system_info.py:_probe_git():143] Probing git done
2024-04-13 13:18:40,577 DEBUG   HandlerThread:19644 [system_info.py:probe():198] Probing system done
2024-04-13 13:18:40,577 DEBUG   HandlerThread:19644 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.11.4', 'heartbeatAt': '2024-04-13T11:18:40.470265', 'startedAt': '2024-04-13T11:18:39.841526', 'docker': None, 'cuda': None, 'args': ('--model', 'resnet152-30epoch-0.001lr', '--learning_rate', '0.002', '--epochs', '1'), 'state': 'running', 'program': 'C:\\Users\\lucas\\OneDrive\\MBD\\MachineLearningII\\Practicas_DeepLearning_2024-main\\Practicas_DeepLearning_2024\\Streamlit-Image-Detector\\weightandbiases.py', 'codePathLocal': 'weightandbiases.py', 'codePath': 'weightandbiases.py', 'git': {'remote': 'https://github.com/manuoliveira6/Streamlit-Image-Detector.git', 'commit': '1d2a4ece953f3bb41810e44c781e4860ed3735b2'}, 'email': '202312020@alu.comillas.edu', 'root': 'C:/Users/lucas/OneDrive/MBD/MachineLearningII/Practicas_DeepLearning_2024-main/Practicas_DeepLearning_2024/Streamlit-Image-Detector', 'host': 'LenovoLucas', 'username': 'lucas', 'executable': 'C:\\Users\\lucas\\OneDrive\\MBD\\MachineLearningII\\Practicas_DeepLearning_2024-main\\DL\\Scripts\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2803.0, 'min': 0.0, 'max': 2803.0}, 'cpu_freq_per_core': [{'current': 2803.0, 'min': 0.0, 'max': 2803.0}], 'disk': {'/': {'total': 474.71581649780273, 'used': 190.5359344482422}}, 'memory': {'total': 15.788383483886719}}
2024-04-13 13:18:40,577 INFO    HandlerThread:19644 [system_monitor.py:probe():224] Finished collecting system info
2024-04-13 13:18:40,577 INFO    HandlerThread:19644 [system_monitor.py:probe():227] Publishing system info
2024-04-13 13:18:40,580 INFO    HandlerThread:19644 [system_monitor.py:probe():229] Finished publishing system info
2024-04-13 13:18:40,583 DEBUG   SenderThread:19644 [sender.py:send():379] send: files
2024-04-13 13:18:40,583 INFO    SenderThread:19644 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-04-13 13:18:40,695 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: python_packages
2024-04-13 13:18:40,696 DEBUG   SenderThread:19644 [sender.py:send_request():406] send_request: python_packages
2024-04-13 13:18:40,696 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: stop_status
2024-04-13 13:18:40,698 DEBUG   SenderThread:19644 [sender.py:send_request():406] send_request: stop_status
2024-04-13 13:18:40,698 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-13 13:18:40,891 DEBUG   SenderThread:19644 [sender.py:send():379] send: telemetry
2024-04-13 13:18:41,175 INFO    wandb-upload_0:19644 [upload_job.py:push():131] Uploaded file C:\Users\lucas\AppData\Local\Temp\tmprcchebbfwandb\motqe7ga-wandb-metadata.json
2024-04-13 13:18:41,372 INFO    Thread-16 :19644 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\lucas\OneDrive\MBD\MachineLearningII\Practicas_DeepLearning_2024-main\Practicas_DeepLearning_2024\Streamlit-Image-Detector\wandb\run-20240413_131839-egkcrfjq\files\wandb-metadata.json
2024-04-13 13:18:41,372 INFO    Thread-16 :19644 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\lucas\OneDrive\MBD\MachineLearningII\Practicas_DeepLearning_2024-main\Practicas_DeepLearning_2024\Streamlit-Image-Detector\wandb\run-20240413_131839-egkcrfjq\files\output.log
2024-04-13 13:18:41,372 INFO    Thread-16 :19644 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\lucas\OneDrive\MBD\MachineLearningII\Practicas_DeepLearning_2024-main\Practicas_DeepLearning_2024\Streamlit-Image-Detector\wandb\run-20240413_131839-egkcrfjq\files\requirements.txt
2024-04-13 13:18:43,402 INFO    Thread-16 :19644 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\lucas\OneDrive\MBD\MachineLearningII\Practicas_DeepLearning_2024-main\Practicas_DeepLearning_2024\Streamlit-Image-Detector\wandb\run-20240413_131839-egkcrfjq\files\output.log
2024-04-13 13:18:44,951 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 13:18:45,419 INFO    Thread-16 :19644 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\lucas\OneDrive\MBD\MachineLearningII\Practicas_DeepLearning_2024-main\Practicas_DeepLearning_2024\Streamlit-Image-Detector\wandb\run-20240413_131839-egkcrfjq\files\output.log
2024-04-13 13:18:47,421 INFO    Thread-16 :19644 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\lucas\OneDrive\MBD\MachineLearningII\Practicas_DeepLearning_2024-main\Practicas_DeepLearning_2024\Streamlit-Image-Detector\wandb\run-20240413_131839-egkcrfjq\files\output.log
2024-04-13 13:18:49,435 INFO    Thread-16 :19644 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\lucas\OneDrive\MBD\MachineLearningII\Practicas_DeepLearning_2024-main\Practicas_DeepLearning_2024\Streamlit-Image-Detector\wandb\run-20240413_131839-egkcrfjq\files\output.log
2024-04-13 13:18:50,045 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 13:18:51,452 INFO    Thread-16 :19644 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\lucas\OneDrive\MBD\MachineLearningII\Practicas_DeepLearning_2024-main\Practicas_DeepLearning_2024\Streamlit-Image-Detector\wandb\run-20240413_131839-egkcrfjq\files\output.log
2024-04-13 13:18:53,468 INFO    Thread-16 :19644 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\lucas\OneDrive\MBD\MachineLearningII\Practicas_DeepLearning_2024-main\Practicas_DeepLearning_2024\Streamlit-Image-Detector\wandb\run-20240413_131839-egkcrfjq\files\output.log
2024-04-13 13:18:55,136 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 13:18:55,484 INFO    Thread-16 :19644 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\lucas\OneDrive\MBD\MachineLearningII\Practicas_DeepLearning_2024-main\Practicas_DeepLearning_2024\Streamlit-Image-Detector\wandb\run-20240413_131839-egkcrfjq\files\output.log
2024-04-13 13:18:55,703 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-13 13:18:55,718 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: stop_status
2024-04-13 13:18:55,719 DEBUG   SenderThread:19644 [sender.py:send_request():406] send_request: stop_status
2024-04-13 13:18:57,487 INFO    Thread-16 :19644 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\lucas\OneDrive\MBD\MachineLearningII\Practicas_DeepLearning_2024-main\Practicas_DeepLearning_2024\Streamlit-Image-Detector\wandb\run-20240413_131839-egkcrfjq\files\output.log
2024-04-13 13:18:58,798 DEBUG   SenderThread:19644 [sender.py:send():379] send: exit
2024-04-13 13:18:58,798 INFO    SenderThread:19644 [sender.py:send_exit():586] handling exit code: 1
2024-04-13 13:18:58,799 INFO    SenderThread:19644 [sender.py:send_exit():588] handling runtime: 18
2024-04-13 13:18:58,800 INFO    SenderThread:19644 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-04-13 13:18:58,800 INFO    SenderThread:19644 [sender.py:send_exit():594] send defer
2024-04-13 13:18:58,800 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: defer
2024-04-13 13:18:58,801 INFO    HandlerThread:19644 [handler.py:handle_request_defer():172] handle defer: 0
2024-04-13 13:18:58,801 DEBUG   SenderThread:19644 [sender.py:send_request():406] send_request: defer
2024-04-13 13:18:58,801 INFO    SenderThread:19644 [sender.py:send_request_defer():610] handle sender defer: 0
2024-04-13 13:18:58,801 INFO    SenderThread:19644 [sender.py:transition_state():614] send defer: 1
2024-04-13 13:18:58,801 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: defer
2024-04-13 13:18:58,801 INFO    HandlerThread:19644 [handler.py:handle_request_defer():172] handle defer: 1
2024-04-13 13:18:58,801 DEBUG   SenderThread:19644 [sender.py:send_request():406] send_request: defer
2024-04-13 13:18:58,802 INFO    SenderThread:19644 [sender.py:send_request_defer():610] handle sender defer: 1
2024-04-13 13:18:58,802 INFO    SenderThread:19644 [sender.py:transition_state():614] send defer: 2
2024-04-13 13:18:58,802 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: defer
2024-04-13 13:18:58,802 INFO    HandlerThread:19644 [handler.py:handle_request_defer():172] handle defer: 2
2024-04-13 13:18:58,802 INFO    HandlerThread:19644 [system_monitor.py:finish():203] Stopping system monitor
2024-04-13 13:18:58,802 INFO    HandlerThread:19644 [interfaces.py:finish():202] Joined cpu monitor
2024-04-13 13:18:58,803 DEBUG   SystemMonitor:19644 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-04-13 13:18:58,803 INFO    HandlerThread:19644 [interfaces.py:finish():202] Joined disk monitor
2024-04-13 13:18:58,803 DEBUG   SystemMonitor:19644 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-04-13 13:18:58,803 INFO    HandlerThread:19644 [interfaces.py:finish():202] Joined memory monitor
2024-04-13 13:18:58,803 DEBUG   SystemMonitor:19644 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-04-13 13:18:58,803 INFO    HandlerThread:19644 [interfaces.py:finish():202] Joined network monitor
2024-04-13 13:18:58,803 DEBUG   SenderThread:19644 [sender.py:send_request():406] send_request: defer
2024-04-13 13:18:58,803 INFO    SenderThread:19644 [sender.py:send_request_defer():610] handle sender defer: 2
2024-04-13 13:18:58,803 INFO    SenderThread:19644 [sender.py:transition_state():614] send defer: 3
2024-04-13 13:18:58,803 DEBUG   SenderThread:19644 [sender.py:send():379] send: stats
2024-04-13 13:18:58,803 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: defer
2024-04-13 13:18:58,805 INFO    HandlerThread:19644 [handler.py:handle_request_defer():172] handle defer: 3
2024-04-13 13:18:58,805 DEBUG   SenderThread:19644 [sender.py:send_request():406] send_request: defer
2024-04-13 13:18:58,805 INFO    SenderThread:19644 [sender.py:send_request_defer():610] handle sender defer: 3
2024-04-13 13:18:58,805 INFO    SenderThread:19644 [sender.py:transition_state():614] send defer: 4
2024-04-13 13:18:58,805 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: defer
2024-04-13 13:18:58,805 INFO    HandlerThread:19644 [handler.py:handle_request_defer():172] handle defer: 4
2024-04-13 13:18:58,805 DEBUG   SenderThread:19644 [sender.py:send_request():406] send_request: defer
2024-04-13 13:18:58,805 INFO    SenderThread:19644 [sender.py:send_request_defer():610] handle sender defer: 4
2024-04-13 13:18:58,805 INFO    SenderThread:19644 [sender.py:transition_state():614] send defer: 5
2024-04-13 13:18:58,806 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: defer
2024-04-13 13:18:58,806 INFO    HandlerThread:19644 [handler.py:handle_request_defer():172] handle defer: 5
2024-04-13 13:18:58,806 DEBUG   SenderThread:19644 [sender.py:send():379] send: summary
2024-04-13 13:18:58,807 INFO    SenderThread:19644 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-04-13 13:18:58,807 DEBUG   SenderThread:19644 [sender.py:send_request():406] send_request: defer
2024-04-13 13:18:58,807 INFO    SenderThread:19644 [sender.py:send_request_defer():610] handle sender defer: 5
2024-04-13 13:18:58,808 INFO    SenderThread:19644 [sender.py:transition_state():614] send defer: 6
2024-04-13 13:18:58,808 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: defer
2024-04-13 13:18:58,808 INFO    HandlerThread:19644 [handler.py:handle_request_defer():172] handle defer: 6
2024-04-13 13:18:58,808 DEBUG   SenderThread:19644 [sender.py:send_request():406] send_request: defer
2024-04-13 13:18:58,808 INFO    SenderThread:19644 [sender.py:send_request_defer():610] handle sender defer: 6
2024-04-13 13:18:58,808 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 13:18:59,103 INFO    SenderThread:19644 [sender.py:transition_state():614] send defer: 7
2024-04-13 13:18:59,103 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: defer
2024-04-13 13:18:59,104 INFO    HandlerThread:19644 [handler.py:handle_request_defer():172] handle defer: 7
2024-04-13 13:18:59,104 DEBUG   SenderThread:19644 [sender.py:send_request():406] send_request: defer
2024-04-13 13:18:59,104 INFO    SenderThread:19644 [sender.py:send_request_defer():610] handle sender defer: 7
2024-04-13 13:18:59,405 INFO    SenderThread:19644 [sender.py:transition_state():614] send defer: 8
2024-04-13 13:18:59,410 DEBUG   HandlerThread:19644 [handler.py:handle_request():146] handle_request: defer
2024-04-13 13:18:59,411 INFO    HandlerThread:19644 [handler.py:handle_request_defer():172] handle defer: 8
2024-04-13 13:18:59,411 DEBUG   SenderThread:19644 [sender.py:send_request():406] send_request: defer
2024-04-13 13:18:59,411 INFO    SenderThread:19644 [sender.py:send_request_defer():610] handle sender defer: 8
2024-04-13 13:18:59,411 INFO    SenderThread:19644 [job_builder.py:build():318] Attempting to build job artifact
