2024-04-13 13:01:00,590 INFO    StreamThr :6836 [internal.py:wandb_internal():86] W&B internal server running at pid: 6836, started at: 2024-04-13 13:01:00.590032
2024-04-13 13:01:00,599 DEBUG   HandlerThread:6836 [handler.py:handle_request():146] handle_request: status
2024-04-13 13:01:00,599 INFO    WriterThread:6836 [datastore.py:open_for_write():87] open: C:\Users\lucas\OneDrive\MBD\MachineLearningII\Practicas_DeepLearning_2024-main\Practicas_DeepLearning_2024\Streamlit-Image-Detector\wandb\run-20240413_130100-ba57l3zq\run-ba57l3zq.wandb
2024-04-13 13:01:00,606 DEBUG   SenderThread:6836 [sender.py:send():379] send: header
2024-04-13 13:01:00,655 DEBUG   SenderThread:6836 [sender.py:send():379] send: run
2024-04-13 13:01:01,091 INFO    SenderThread:6836 [dir_watcher.py:__init__():211] watching files in: C:\Users\lucas\OneDrive\MBD\MachineLearningII\Practicas_DeepLearning_2024-main\Practicas_DeepLearning_2024\Streamlit-Image-Detector\wandb\run-20240413_130100-ba57l3zq\files
2024-04-13 13:01:01,091 INFO    SenderThread:6836 [sender.py:_start_run_threads():1124] run started: ba57l3zq with start time 1713006060.599251
2024-04-13 13:01:01,106 DEBUG   HandlerThread:6836 [handler.py:handle_request():146] handle_request: check_version
2024-04-13 13:01:01,106 DEBUG   SenderThread:6836 [sender.py:send_request():406] send_request: check_version
2024-04-13 13:01:01,169 DEBUG   HandlerThread:6836 [handler.py:handle_request():146] handle_request: run_start
2024-04-13 13:01:01,197 DEBUG   HandlerThread:6836 [system_info.py:__init__():26] System info init
2024-04-13 13:01:01,198 DEBUG   HandlerThread:6836 [system_info.py:__init__():41] System info init done
2024-04-13 13:01:01,198 INFO    HandlerThread:6836 [system_monitor.py:start():194] Starting system monitor
2024-04-13 13:01:01,198 INFO    SystemMonitor:6836 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-13 13:01:01,199 INFO    HandlerThread:6836 [system_monitor.py:probe():214] Collecting system info
2024-04-13 13:01:01,208 DEBUG   HandlerThread:6836 [system_info.py:probe():150] Probing system
2024-04-13 13:01:01,208 INFO    SystemMonitor:6836 [interfaces.py:start():190] Started cpu monitoring
2024-04-13 13:01:01,209 INFO    SystemMonitor:6836 [interfaces.py:start():190] Started disk monitoring
2024-04-13 13:01:01,222 INFO    SystemMonitor:6836 [interfaces.py:start():190] Started memory monitoring
2024-04-13 13:01:01,235 INFO    SystemMonitor:6836 [interfaces.py:start():190] Started network monitoring
2024-04-13 13:01:01,236 DEBUG   HandlerThread:6836 [system_info.py:_probe_git():135] Probing git
2024-04-13 13:01:01,313 DEBUG   HandlerThread:6836 [system_info.py:_probe_git():143] Probing git done
2024-04-13 13:01:01,313 DEBUG   HandlerThread:6836 [system_info.py:probe():198] Probing system done
2024-04-13 13:01:01,313 DEBUG   HandlerThread:6836 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.11.4', 'heartbeatAt': '2024-04-13T11:01:01.208632', 'startedAt': '2024-04-13T11:01:00.574017', 'docker': None, 'cuda': None, 'args': ('--model', 'resnet152-30epoch-0.001lr', '--learning_rate', '0.002', '--epochs', '1'), 'state': 'running', 'program': 'C:\\Users\\lucas\\OneDrive\\MBD\\MachineLearningII\\Practicas_DeepLearning_2024-main\\Practicas_DeepLearning_2024\\Streamlit-Image-Detector\\weightandbiases.py', 'codePathLocal': 'weightandbiases.py', 'codePath': 'weightandbiases.py', 'git': {'remote': 'https://github.com/manuoliveira6/Streamlit-Image-Detector.git', 'commit': '1d2a4ece953f3bb41810e44c781e4860ed3735b2'}, 'email': '202312020@alu.comillas.edu', 'root': 'C:/Users/lucas/OneDrive/MBD/MachineLearningII/Practicas_DeepLearning_2024-main/Practicas_DeepLearning_2024/Streamlit-Image-Detector', 'host': 'LenovoLucas', 'username': 'lucas', 'executable': 'C:\\Users\\lucas\\OneDrive\\MBD\\MachineLearningII\\Practicas_DeepLearning_2024-main\\DL\\Scripts\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2803.0, 'min': 0.0, 'max': 2803.0}, 'cpu_freq_per_core': [{'current': 2803.0, 'min': 0.0, 'max': 2803.0}], 'disk': {'/': {'total': 474.71581649780273, 'used': 190.53371810913086}}, 'memory': {'total': 15.788383483886719}}
2024-04-13 13:01:01,313 INFO    HandlerThread:6836 [system_monitor.py:probe():224] Finished collecting system info
2024-04-13 13:01:01,313 INFO    HandlerThread:6836 [system_monitor.py:probe():227] Publishing system info
2024-04-13 13:01:01,323 INFO    HandlerThread:6836 [system_monitor.py:probe():229] Finished publishing system info
2024-04-13 13:01:01,324 DEBUG   SenderThread:6836 [sender.py:send():379] send: files
2024-04-13 13:01:01,324 INFO    SenderThread:6836 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-04-13 13:01:01,441 DEBUG   HandlerThread:6836 [handler.py:handle_request():146] handle_request: python_packages
2024-04-13 13:01:01,441 DEBUG   SenderThread:6836 [sender.py:send_request():406] send_request: python_packages
2024-04-13 13:01:01,442 DEBUG   HandlerThread:6836 [handler.py:handle_request():146] handle_request: stop_status
2024-04-13 13:01:01,444 DEBUG   HandlerThread:6836 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-13 13:01:01,444 DEBUG   SenderThread:6836 [sender.py:send_request():406] send_request: stop_status
2024-04-13 13:01:01,720 DEBUG   SenderThread:6836 [sender.py:send():379] send: telemetry
2024-04-13 13:01:01,732 DEBUG   SenderThread:6836 [sender.py:send():379] send: exit
2024-04-13 13:01:01,732 INFO    SenderThread:6836 [sender.py:send_exit():586] handling exit code: 1
2024-04-13 13:01:01,733 INFO    SenderThread:6836 [sender.py:send_exit():588] handling runtime: 0
2024-04-13 13:01:01,734 INFO    SenderThread:6836 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-04-13 13:01:01,735 INFO    SenderThread:6836 [sender.py:send_exit():594] send defer
2024-04-13 13:01:01,735 DEBUG   HandlerThread:6836 [handler.py:handle_request():146] handle_request: defer
2024-04-13 13:01:01,735 INFO    HandlerThread:6836 [handler.py:handle_request_defer():172] handle defer: 0
2024-04-13 13:01:01,737 DEBUG   SenderThread:6836 [sender.py:send_request():406] send_request: defer
2024-04-13 13:01:01,737 INFO    SenderThread:6836 [sender.py:send_request_defer():610] handle sender defer: 0
2024-04-13 13:01:01,737 INFO    SenderThread:6836 [sender.py:transition_state():614] send defer: 1
2024-04-13 13:01:01,737 DEBUG   HandlerThread:6836 [handler.py:handle_request():146] handle_request: defer
2024-04-13 13:01:01,737 INFO    HandlerThread:6836 [handler.py:handle_request_defer():172] handle defer: 1
