2024-04-12 23:35:08,580 INFO    StreamThr :6888 [internal.py:wandb_internal():86] W&B internal server running at pid: 6888, started at: 2024-04-12 23:35:08.580699
2024-04-12 23:35:08,585 DEBUG   HandlerThread:6888 [handler.py:handle_request():146] handle_request: status
2024-04-12 23:35:08,595 INFO    WriterThread:6888 [datastore.py:open_for_write():87] open: C:\Users\ferna\OneDrive\Escritorio\MBD\ML2(Eugenio)\Chapter 5 Deep learning\Practicas_DeepLearning_2024\streamlit_app\Streamlit-Image-Detector\wandb\run-20240412_233508-8kftjojl\run-8kftjojl.wandb
2024-04-12 23:35:08,595 DEBUG   SenderThread:6888 [sender.py:send():379] send: header
2024-04-12 23:35:08,656 DEBUG   SenderThread:6888 [sender.py:send():379] send: run
2024-04-12 23:35:09,705 INFO    SenderThread:6888 [dir_watcher.py:__init__():211] watching files in: C:\Users\ferna\OneDrive\Escritorio\MBD\ML2(Eugenio)\Chapter 5 Deep learning\Practicas_DeepLearning_2024\streamlit_app\Streamlit-Image-Detector\wandb\run-20240412_233508-8kftjojl\files
2024-04-12 23:35:09,705 INFO    SenderThread:6888 [sender.py:_start_run_threads():1124] run started: 8kftjojl with start time 1712957708.58522
2024-04-12 23:35:09,724 DEBUG   HandlerThread:6888 [handler.py:handle_request():146] handle_request: check_version
2024-04-12 23:35:09,724 DEBUG   SenderThread:6888 [sender.py:send_request():406] send_request: check_version
2024-04-12 23:35:10,505 DEBUG   HandlerThread:6888 [handler.py:handle_request():146] handle_request: run_start
2024-04-12 23:35:10,535 DEBUG   HandlerThread:6888 [system_info.py:__init__():26] System info init
2024-04-12 23:35:10,535 DEBUG   HandlerThread:6888 [system_info.py:__init__():41] System info init done
2024-04-12 23:35:10,535 INFO    HandlerThread:6888 [system_monitor.py:start():194] Starting system monitor
2024-04-12 23:35:10,535 INFO    SystemMonitor:6888 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-12 23:35:10,535 INFO    HandlerThread:6888 [system_monitor.py:probe():214] Collecting system info
2024-04-12 23:35:10,535 INFO    SystemMonitor:6888 [interfaces.py:start():190] Started cpu monitoring
2024-04-12 23:35:10,535 DEBUG   HandlerThread:6888 [system_info.py:probe():150] Probing system
2024-04-12 23:35:10,535 INFO    SystemMonitor:6888 [interfaces.py:start():190] Started disk monitoring
